BSS,Beach BSS,Cb,Color,Dhigh Diff,Dune BSS,Growth Factor,Label,RMSE,Round,Run,Score,Sim,Unnamed: 18,bedfriccoef,beta,facAs,facSk,lsgrad,m,vegDensity,wetslp
-6.577828127,-1.238600214,3.136,white,-0.43866593600000003,-11.91705604,856.8,Bad Result,,1,,0,1.0,,0.025,200,0.39799999999999996,0.614,0.008,4.284,,0.612
-201.4592264,-206.65579440000002,3.279,firebrick,3.419518903,-196.2626584,637.0,Extreme Change,,1,,6,2.0,,0.037000000000000005,200,0.9640000000000001,0.184,0.077,3.185,,0.857
-18.766832100000002,-14.89912043,1.024,white,-0.373732612,-22.63454378,845.0,Bad Result,,1,,0,3.0,,0.046,200,0.597,0.615,0.077,4.225,,0.728
-25.51284311,-5.514378357999999,2.9789999999999996,firebrick,2.1974830180000002,-45.51130787,217.4,Extreme Change,,1,,6,4.0,,0.032,200,0.943,0.48,0.059000000000000004,1.087,,0.703
-4.076544332,0.881325715,1.105,white,0.14785476,-9.034414378,726.2,Bad Result,,1,,0,5.0,,0.015,200,0.789,0.11199999999999999,0.004,3.6310000000000002,,0.355
-7.468832872999999,-3.456352145,2.553,white,-0.564956233,-11.4813136,864.0,Bad Result,,1,,0,6.0,,0.031,200,0.526,0.635,0.035,4.32,,0.18
-9.03006496,-5.791389349,2.83,white,-0.978417203,-12.26874057,816.4,Bad Result,,1,,0,7.0,,0.049,200,0.43799999999999994,0.373,0.052000000000000005,4.082,,0.47700000000000004
-5.734211543,-2.3902245719999997,1.395,white,-0.13731386199999998,-9.078198514,807.6,Bad Result,,1,,0,8.0,,0.037000000000000005,200,0.7709999999999999,0.467,0.01,4.038,,0.273
-6.017973227000001,-2.732782957,1.5730000000000002,white,0.009547904,-9.303163497,976.0,Bad Result,,1,,0,9.0,,0.038,200,0.708,0.221,0.02,4.88,,0.698
-6.628424947,-1.8745591940000002,3.094,white,-0.37645439799999997,-11.382290699999999,762.0,Bad Result,,1,,0,10.0,,0.024,200,0.96,0.405,0.012,3.81,,0.255
-5.93033762,-1.8604606,1.335,white,-0.145349547,-10.00021464,878.2,Bad Result,,1,,0,11.0,,0.021,200,0.862,0.233,0.027999999999999997,4.391,,0.8270000000000001
-8.26706416,-5.068005403,2.335,white,-0.7670124909999999,-11.46612292,394.2,Bad Result,,1,,0,12.0,,0.04,200,0.632,0.294,0.047,1.9709999999999999,,0.7559999999999999
-6.632047504,-2.4141799930000003,1.422,white,-0.113847301,-10.84991502,941.0,Bad Result,,1,,0,13.0,,0.013999999999999999,200,0.8240000000000001,0.523,0.045,4.705,,0.43
-6.6131476760000005,-2.7364113089999997,2.099,white,-0.377738521,-10.48988404,232.2,Bad Result,,1,,0,14.0,,0.036000000000000004,200,0.8390000000000001,0.625,0.046,1.161,,0.249
-5.212562898,-3.515822062,1.564,white,-0.301743075,-6.909303733,197.8,Bad Result,,1,,0,15.0,,0.019,200,0.42200000000000004,0.546,0.042,0.9890000000000001,,0.38
-7.519466545,-3.8360393360000002,1.359,white,-0.115447566,-11.20289375,682.2,Bad Result,,1,,0,16.0,,0.015,200,0.754,0.486,0.036000000000000004,3.411,,0.696
-41.30750698,-15.57929976,3.156,firebrick,2.868816569,-67.0357142,376.0,Extreme Change,,1,,6,17.0,,0.013999999999999999,200,0.415,0.564,0.08,1.88,,0.544
-5.710919142000001,-3.5787330689999997,0.927,white,-0.106058642,-7.843105215,551.4,Bad Result,,1,,0,18.0,,0.057999999999999996,200,0.9620000000000001,0.09699999999999999,0.065,2.7569999999999997,,0.715
-24.76511158,-10.49918593,1.7369999999999999,firebrick,2.426747039,-39.03103722,257.4,Extreme Change,,1,,6,19.0,,0.02,200,0.488,0.5489999999999999,0.073,1.287,,0.467
-5.634952731,-1.33510466,1.034,white,0.010253385,-9.934800803,404.6,Bad Result,,1,,0,20.0,,0.018000000000000002,200,0.40399999999999997,0.589,0.044000000000000004,2.023,,0.574
-5.267362856,-0.05725807,2.351,white,-0.234643629,-10.47746764,888.4,Bad Result,,1,,0,21.0,,0.023,200,0.5489999999999999,0.386,0.006,4.442,,0.446
-6.19683878,-3.7023401280000003,1.14,white,-0.02435095,-8.691337431000001,289.2,Bad Result,,1,,0,22.0,,0.062,200,0.474,0.331,0.07200000000000001,1.446,,0.191
-6.761197001,-3.495487587,1.984,white,-0.252437945,-10.02690642,591.0,Bad Result,,1,,0,23.0,,0.053,200,0.54,0.606,0.009000000000000001,2.955,,0.42200000000000004
-6.246241277,-3.713457103,1.3,white,-0.104135682,-8.779025451,508.0,Bad Result,,1,,0,24.0,,0.063,200,0.585,0.149,0.075,2.54,,0.25
-7.224913422999999,0.302423553,0.797,firebrick,-29.35054116,-14.752250400000001,660.2,Extreme Change,,1,,6,25.0,,0.012,200,0.47100000000000003,0.295,0.001,3.301,,0.7490000000000001
-7.242104006,-3.2144734460000004,2.426,white,-0.42527131799999995,-11.26973457,326.8,Bad Result,,1,,0,26.0,,0.026000000000000002,200,0.807,0.46299999999999997,0.044000000000000004,1.6340000000000001,,0.48100000000000004
-5.989578655,-3.72263281,1.1540000000000001,white,-0.147461936,-8.2565245,799.4,Bad Result,,1,,0,27.0,,0.053,200,0.7759999999999999,0.198,0.05,3.997,,0.42100000000000004
-8.11440376,-3.981715595,3.201,white,-0.692715251,-12.24709192,254.6,Bad Result,,1,,0,28.0,,0.027000000000000003,200,0.836,0.371,0.036000000000000004,1.273,,0.47
-7.0407529260000015,-3.914217493,2.044,white,-0.383336351,-10.16728836,605.4,Bad Result,,1,,0,29.0,,0.055,200,0.865,0.546,0.03,3.0269999999999997,,0.621
-6.487002792,-3.466839854,1.601,white,-0.171760842,-9.507165729,625.4,Bad Result,,1,,0,30.0,,0.042,200,0.9470000000000001,0.5920000000000001,0.05,3.127,,0.5529999999999999
-5.841873272999999,-1.1638969890000002,1.465,white,-0.143647239,-10.51984956,358.6,Bad Result,,1,,0,31.0,,0.022000000000000002,200,0.63,0.225,0.016,1.7930000000000001,,0.765
-6.167813296,-2.179278788,1.261,white,-0.10445074800000001,-10.1563478,328.2,Bad Result,,1,,0,32.0,,0.02,200,0.607,0.271,0.034,1.641,,0.823
-8.640322727000001,-4.959283677,3.34,white,-1.01278548,-12.32136178,931.0,Bad Result,,1,,0,33.0,,0.043,200,0.609,0.157,0.033,4.655,,0.342
-6.808187655,-2.552613491,2.298,white,-0.29105334,-11.06376182,403.2,Bad Result,,1,,0,34.0,,0.027999999999999997,200,0.7929999999999999,0.22,0.024,2.016,,0.24
-5.567529106,-0.527136969,2.036,white,-0.9139177490000001,-10.60792124,536.2,Bad Result,,1,,0,35.0,,0.061,200,0.37,0.243,0.002,2.681,,0.7340000000000001
-6.876896617000001,-3.616781353,1.983,white,-0.434493825,-10.13701188,787.6,Bad Result,,1,,0,36.0,,0.04,200,0.703,0.22899999999999998,0.077,3.938,,0.48700000000000004
-6.051680879,-2.4416272709999998,1.272,white,-0.182851598,-9.661734486,615.8,Bad Result,,1,,0,37.0,,0.03,200,0.642,0.449,0.032,3.0789999999999997,,0.6459999999999999
-4.830774466,-0.116037296,0.736,white,0.430155709,-9.545511636,999.2,Bad Result,,1,,0,38.0,,0.024,200,0.91,0.614,0.008,4.996,,0.731
-7.801254972000001,-4.158725888999999,2.511,white,-0.649858996,-11.44378406,463.4,Bad Result,,1,,0,39.0,,0.037000000000000005,200,0.40399999999999997,0.504,0.052000000000000005,2.3169999999999997,,0.23199999999999998
-20.01036633,-8.10902319,2.608,firebrick,1.26715751,-31.91170948,827.6,Extreme Change,,1,,6,40.0,,0.021,200,0.9229999999999999,0.601,0.055999999999999994,4.138,,0.397
-9.219026402999999,-6.072086852000001,2.6889999999999996,white,-0.985132978,-12.36596595,213.0,Bad Result,,1,,0,41.0,,0.044000000000000004,200,0.65,0.3670000000000001,0.049,1.065,,0.809
-28.6964805,-11.81681158,2.858,firebrick,2.7661685489999996,-45.57614942,893.6,Extreme Change,,1,,6,42.0,,0.012,200,0.7020000000000001,0.198,0.071,4.468,,0.32799999999999996
-5.50991079,-1.210034713,1.0959999999999999,white,0.015352204,-9.809786868,590.2,Bad Result,,1,,0,43.0,,0.013000000000000001,200,0.9740000000000001,0.5,0.038,2.951,,0.517
-5.467923626,-3.507330557,0.7490000000000001,white,-0.120555446,-7.428516695,747.8,Bad Result,,1,,0,44.0,,0.055,200,0.36,0.391,0.065,3.739,,0.225
-6.074943501,-3.994224033,1.046,white,-0.17016304100000001,-8.155662969,781.2,Bad Result,,1,,0,45.0,,0.054000000000000006,200,0.758,0.389,0.052000000000000005,3.906,,0.858
-6.154132982,-1.7656382609999999,1.827,white,-0.143745706,-10.542627699999999,560.6,Bad Result,,1,,0,46.0,,0.032,200,0.87,0.141,0.013999999999999999,2.803,,0.251
-8.29656825,-4.751686177,2.852,white,-0.870860622,-11.84145032,870.6,Bad Result,,1,,0,47.0,,0.046,200,0.353,0.321,0.033,4.353,,0.536
-4.7142785389999995,0.245900466,1.439,white,0.029153778999999998,-9.674457544,703.6,Bad Result,,1,,0,48.0,,0.016,200,0.604,0.10300000000000001,0.013000000000000001,3.5180000000000002,,0.866
-98433.76085,-129603.4426,1.18,firebrick,3.697625354,-67264.07912000001,493.8,Extreme Change,,1,,6,49.0,,0.013000000000000001,200,0.643,0.287,0.07400000000000001,2.469,,0.843
-6.23526749,-3.887003429,1.376,white,-0.113454055,-8.58353155,793.8,Bad Result,,1,,0,50.0,,0.064,200,0.598,0.406,0.033,3.969,,0.8370000000000001
-20.90058782,-17.50654244,2.57,white,-0.12855772699999998,-24.29463319,435.4,Bad Result,,1,,0,51.0,,0.02,200,0.762,0.401,0.053,2.177,,0.66
-10.55962481,-6.807333258,3.3930000000000002,white,-1.217953846,-14.31191636,293.0,Bad Result,,1,,0,52.0,,0.047,200,0.428,0.113,0.071,1.465,,0.561
-6.19630717,-3.207880327,1.652,white,-0.077276935,-9.184734012,344.4,Bad Result,,1,,0,53.0,,0.045,200,0.623,0.653,0.068,1.722,,0.268
-5.619445174,-1.190649735,1.16,white,-0.0061493369999999995,-10.04824061,497.0,Bad Result,,1,,0,54.0,,0.022000000000000002,200,0.601,0.368,0.047,2.485,,0.242
-7.072498146,-3.660725382,2.2430000000000003,white,-0.425457284,-10.48427091,503.8,Bad Result,,1,,0,55.0,,0.055,200,0.48200000000000004,0.259,0.021,2.519,,0.601
-8.094618411,-4.739886213,2.65,white,-0.761987601,-11.44935061,994.8,Bad Result,,1,,0,56.0,,0.057999999999999996,200,0.544,0.426,0.073,4.974,,0.233
-6.200378252999999,-1.980841677,1.3530000000000002,white,-0.183248088,-10.41991483,859.4,Bad Result,,1,,0,57.0,,0.019,200,0.7140000000000001,0.107,0.025,4.297,,0.462
-7.362194992,-4.486249347,1.801,white,-0.266503508,-10.23814064,334.8,Bad Result,,1,,0,58.0,,0.048,200,0.376,0.435,0.055999999999999994,1.6740000000000002,,0.495
-5.524143859,-2.338311843,0.725,white,0.260448411,-8.709975874,712.2,Bad Result,,1,,0,59.0,,0.032,200,0.359,0.276,0.052000000000000005,3.5610000000000004,,0.539
-6.602163038,-2.927582442,2.6180000000000003,white,-0.361342237,-10.27674363,861.2,Bad Result,,1,,0,60.0,,0.044000000000000004,200,0.9670000000000001,0.396,0.008,4.306,,0.39
-6.845700077999999,-2.870176395,1.8019999999999998,white,-0.20596550000000002,-10.82122376,827.4,Bad Result,,1,,0,61.0,,0.034,200,0.373,0.24600000000000002,0.022000000000000002,4.137,,0.266
-7.206379093,-4.224355802,1.896,white,-0.290962979,-10.18840238,620.8,Bad Result,,1,,0,62.0,,0.063,200,0.904,0.389,0.051,3.1039999999999996,,0.8370000000000001
-5.383556142000001,-0.223391045,2.501,white,-0.34076762899999996,-10.54372124,385.6,Bad Result,,1,,0,63.0,,0.024,200,0.507,0.47600000000000003,0.005,1.9280000000000002,,0.6579999999999999
-312.3409093,-148.9599428,2.478,firebrick,-4.816530273,-475.7218758,372.0,Extreme Change,,1,,6,64.0,,0.01,200,0.883,0.29,0.054000000000000006,1.86,,0.7190000000000001
-6.163543802,-2.552419825,1.7009999999999998,white,-0.142914817,-9.77466778,682.4,Bad Result,,1,,0,65.0,,0.035,200,0.9309999999999999,0.095,0.034,3.412,,0.489
-5.990370917999999,-2.896334424,1.5230000000000001,white,-0.059451863,-9.084407411,820.4,Bad Result,,1,,0,66.0,,0.05,200,0.8420000000000001,0.36200000000000004,0.013999999999999999,4.102,,0.18100000000000002
-6.81385116,-3.2119198360000003,1.054,white,0.11064858699999999,-10.41578248,576.8,Bad Result,,1,,0,67.0,,0.023,200,0.5429999999999999,0.44,0.059000000000000004,2.884,,0.294
-5.66292708,-2.671092439,1.376,white,-0.167527244,-8.654761721,941.2,Bad Result,,1,,0,68.0,,0.042,200,0.8290000000000001,0.201,0.006999999999999999,4.706,,0.363
-8.01582921,-4.95319469,2.1430000000000002,white,-0.5517334220000001,-11.07846373,749.0,Bad Result,,1,,0,69.0,,0.045,200,0.6,0.461,0.054000000000000006,3.745,,0.623
-5.714391556,-2.130425505,1.209,white,0.093075158,-9.298357607,964.0,Bad Result,,1,,0,70.0,,0.035,200,0.7909999999999999,0.228,0.049,4.82,,0.24100000000000002
-7.9707231620000005,-4.596748926,2.4619999999999997,white,-0.702621743,-11.3446974,564.6,Bad Result,,1,,0,71.0,,0.055999999999999994,200,0.833,0.293,0.033,2.823,,0.634
-25.01292101,-8.541415013,1.341,firebrick,2.413280681,-41.484427000000004,871.8,Extreme Change,,1,,6,72.0,,0.025,200,0.727,0.425,0.07,4.359,,0.546
-5.517921779,-3.043601036,0.9620000000000001,white,-0.08705906599999999,-7.992242522000001,449.2,Bad Result,,1,,0,73.0,,0.04,200,0.9470000000000001,0.461,0.051,2.246,,0.502
-5.7910569679999995,-0.938336908,2.135,white,-0.299453065,-10.64377703,719.4,Bad Result,,1,,0,74.0,,0.016,200,0.799,0.391,0.017,3.597,,0.873
-5.5648718839999995,-3.6335838089999997,0.8079999999999999,white,-0.130458877,-7.49615996,278.0,Bad Result,,1,,0,75.0,,0.045,200,0.585,0.349,0.061,1.39,,0.419
-10.30588651,-4.519116733,3.21,white,-0.251753852,-16.09265629,821.8,Bad Result,,1,,0,76.0,,0.015,200,0.97,0.203,0.055999999999999994,4.109,,0.255
-7.136864555,-3.967522267,2.0980000000000003,white,-0.299859078,-10.30620684,619.4,Bad Result,,1,,0,77.0,,0.051,200,0.894,0.37,0.054000000000000006,3.097,,0.439
-5.849090264,-1.985940354,1.5930000000000002,firebrick,-0.306850478,-9.712240174,615.0,Extreme Change,,1,,6,78.0,,0.052000000000000005,200,0.413,0.4270000000000001,0.004,3.075,,0.345
-6.838235818999999,-3.7323055469999997,1.855,white,-0.17072582100000006,-9.944166091,387.4,Bad Result,,1,,0,79.0,,0.048,200,0.777,0.298,0.032,1.9369999999999998,,0.687
-7.028630942,-2.661523443,1.855,white,-0.27639660899999996,-11.39573844,766.0,Bad Result,,1,,0,80.0,,0.021,200,0.325,0.282,0.022000000000000002,3.83,,0.462
-6.406026135,-2.74133252,1.3780000000000001,white,0.0012669110000000001,-10.07071975,818.4,Bad Result,,2,,0,1.0,,0.032,200,0.203,0.47100000000000003,0.051,4.092,,0.435
-6.783498407000001,-4.060886363,1.445,white,-0.10567811699999999,-9.506110451,556.0,Bad Result,,2,,0,2.0,,0.049,200,0.488,0.214,0.06,2.78,,0.5870000000000001
-4.993552869,-4.00490051,0.384,white,-0.137052104,-5.982205227000001,804.2,Bad Result,,2,,0,3.0,,0.062,200,0.303,0.47100000000000003,0.06,4.021,,0.506
-5.7180846710000015,-7.1182439120000005,1.304,darkgrey,0.217357114,-4.31792543,55.0,Fenced Dune,,2,,4,4.0,,0.040999999999999995,200,0.478,0.391,0.057,0.275,,0.491
-5.140782227,-0.585753723,0.423,white,0.608355477,-9.69581073,662.4,Bad Result,,2,,0,5.0,,0.018000000000000002,200,0.4,0.171,0.05,3.312,,0.275
-6.176062731,-3.247364565,1.103,white,0.036905842,-9.104760896,827.0,Bad Result,,2,,0,6.0,,0.040999999999999995,200,0.268,0.483,0.054000000000000006,4.135,,0.166
-6.305341745,-3.517823557,1.234,white,-0.000651643,-9.092859934,770.2,Bad Result,,2,,0,7.0,,0.067,200,0.22399999999999998,0.327,0.055999999999999994,3.8510000000000004,,0.35100000000000003
-5.049137278,-3.376397494,0.5589999999999999,white,-0.163651511,-6.721877062000001,759.6,Bad Result,,2,,0,8.0,,0.05,200,0.391,0.38299999999999995,0.051,3.798,,0.223
-5.227793932,-3.3446156780000003,0.643,white,-0.134355113,-7.110972185,960.6,Bad Result,,2,,0,9.0,,0.05,200,0.359,0.23600000000000002,0.053,4.803,,0.488
-6.302454575,-2.400979546,1.358,white,0.043915035,-10.2039296,705.0,Bad Result,,2,,0,10.0,,0.031,200,0.486,0.34600000000000003,0.051,3.525,,0.212
-5.468090547999999,-1.49589153,0.531,white,0.48205418899999997,-9.440289565,844.0,Bad Result,,2,,0,11.0,,0.026000000000000002,200,0.4370000000000001,0.243,0.053,4.22,,0.568
-6.035581396,-3.803742891,1.001,white,-0.148478553,-8.267419901,266.0,Bad Result,,2,,0,12.0,,0.054000000000000006,200,0.321,0.28,0.055999999999999994,1.33,,0.524
-5.674237745,-1.130133137,0.5720000000000001,white,0.482255414,-10.21834235,918.8,Bad Result,,2,,0,13.0,,0.016,200,0.41700000000000004,0.41600000000000004,0.055999999999999994,4.593999999999999,,0.321
-5.604546581,-5.8553804860000005,0.89,white,0.034915402000000005,-5.353712677,72.8,Bad Result,,2,,0,14.0,,0.048,200,0.425,0.478,0.055999999999999994,0.364,,0.20800000000000002
-3.68630851,-4.8871038339999995,0.638,darkgrey,0.9815573240000001,-2.485513185,31.6,Fenced Dune,,2,,4,15.0,,0.023,200,0.215,0.43,0.055,0.158,,0.29
-5.405966887999999,-0.9045839240000001,0.542,white,0.49645610100000004,-9.907349852000001,610.0,Bad Result,,2,,0,16.0,,0.017,200,0.382,0.39399999999999996,0.055,3.05,,0.48700000000000004
-10.00765211,-7.256233335,1.3869999999999998,white,-0.144447372,-12.75907089,244.4,Bad Result,,2,,0,17.0,,0.016,200,0.212,0.441,0.06,1.222,,0.392
-4.723165614,-3.5642920030000003,0.33899999999999997,white,-0.089450881,-5.882039224,453.8,Bad Result,,2,,0,18.0,,0.079,200,0.48700000000000004,0.162,0.057999999999999996,2.269,,0.499
-4.183038048999999,-5.224962465,0.72,darkgrey,0.781746343,-3.1411136330000002,102.8,Fenced Dune,,2,,4,19.0,,0.025,200,0.248,0.4320000000000001,0.059000000000000004,0.514,,0.344
-5.55979924,-1.3022716570000001,0.389,white,0.5668924989999999,-9.817326823,278.6,Bad Result,,2,,0,20.0,,0.022000000000000002,200,0.20600000000000002,0.456,0.055,1.393,,0.41100000000000003
-6.015878964,-2.269462665,1.0090000000000001,white,0.135195218,-9.762295264,856.0,Bad Result,,2,,0,21.0,,0.028999999999999998,200,0.27899999999999997,0.335,0.051,4.28,,0.331
-3.3512096610000004,-5.105861343,0.439,lightgreen,0.897457078,-1.596557979,140.8,Good Dune,,2,,1,22.0,,0.086,200,0.242,0.302,0.059000000000000004,0.7040000000000001,,0.172
-5.458118861,-3.13788509,0.836,white,-0.070254848,-7.778352632000001,501.0,Bad Result,,2,,0,23.0,,0.07200000000000001,200,0.275,0.466,0.051,2.505,,0.316
-5.164137548999999,-3.3553191,0.514,white,-0.16104527800000001,-6.972955997000001,402.0,Bad Result,,2,,0,24.0,,0.086,200,0.297,0.193,0.059000000000000004,2.01,,0.209
-4.720275575,0.08797698400000001,0.278,white,0.626156285,-9.528528134,583.8,Bad Result,,2,,0,25.0,,0.013000000000000001,200,0.24,0.28,0.05,2.9189999999999996,,0.52
-5.315858034,-6.123044855,1.044,darkgrey,0.25605721800000003,-4.508671213,185.6,Fenced Dune,,2,,4,26.0,,0.034,200,0.409,0.38,0.055,0.9279999999999999,,0.353
-4.845221266,-3.504944952,0.446,white,-0.21875290600000002,-6.185497581,749.8,Bad Result,,2,,0,27.0,,0.07200000000000001,200,0.39399999999999996,0.222,0.055999999999999994,3.7489999999999997,,0.316
-5.921969401,-5.791949004,1.4080000000000001,darkgrey,-0.234542892,-6.0519897989999984,99.6,Fenced Dune,,2,,4,28.0,,0.035,200,0.424,0.326,0.054000000000000006,0.498,,0.34600000000000003
-5.639246352000001,-3.58575432,0.8640000000000001,white,-0.10575775800000001,-7.692738384,518.4,Bad Result,,2,,0,29.0,,0.075,200,0.43799999999999994,0.43,0.054000000000000006,2.592,,0.44
-5.3437321319999995,-3.8085399019999997,0.6559999999999999,white,-0.18635754300000001,-6.878924361,542.2,Bad Result,,2,,0,30.0,,0.057,200,0.479,0.45799999999999996,0.055999999999999994,2.7110000000000003,,0.39799999999999996
-5.414103876,-1.823351515,0.5920000000000001,white,0.381351426,-9.004856237,223.6,Bad Result,,2,,0,31.0,,0.027999999999999997,200,0.32,0.23800000000000002,0.052000000000000005,1.1179999999999999,,0.53
-3.397262823,-5.386272944,0.496,lightgreen,1.280557588,-1.4082527009999999,187.2,Good Dune,,2,,1,32.0,,0.025,200,0.308,0.266,0.054000000000000006,0.9359999999999999,,0.5660000000000001
-6.633647504,-3.638818927,1.474,white,-0.085752055,-9.628476081,906.8,Bad Result,,2,,0,33.0,,0.057999999999999996,200,0.309,0.198,0.054000000000000006,4.534,,0.266
-5.9241830339999995,-2.5953221,0.9840000000000001,white,0.173450425,-9.253043968,277.0,Bad Result,,2,,0,34.0,,0.036000000000000004,200,0.402,0.235,0.053,1.385,,0.203
-5.624232999,-3.129032502,0.86,white,-0.038353488,-8.119433496000001,435.6,Bad Result,,2,,0,35.0,,0.084,200,0.18899999999999997,0.249,0.05,2.178,,0.51
-5.522677142,-3.3354650319999997,0.835,white,-0.10485892,-7.709889251,735.8,Bad Result,,2,,0,36.0,,0.054000000000000006,200,0.35700000000000004,0.24100000000000002,0.06,3.679,,0.35600000000000004
-5.14976391,-3.830753113,0.501,white,-0.26625733100000004,-6.468774708,530.8,Bad Result,,2,,0,37.0,,0.039,200,0.326,0.3720000000000001,0.054000000000000006,2.654,,0.456
-4.5484855060000005,-2.101544357,0.249,white,0.053853944,-6.995426655,988.2,Bad Result,,2,,0,38.0,,0.031,200,0.461,0.47100000000000003,0.051,4.941,,0.508
-6.308334707,-3.698477571,1.084,white,-0.075756966,-8.918191842999999,348.6,Bad Result,,2,,0,39.0,,0.05,200,0.20600000000000002,0.405,0.057,1.743,,0.198
-5.6719758229999995,-1.712627989,1.13,white,0.07007974900000001,-9.631323657000001,783.4,Bad Result,,2,,0,40.0,,0.026000000000000002,200,0.467,0.46299999999999997,0.057,3.917,,0.3
-5.30115161,-6.8150562510000015,1.167,darkgrey,0.41525740899999997,-3.7872469680000003,50.0,Fenced Dune,,2,,4,41.0,,0.059000000000000004,200,0.33,0.32299999999999995,0.055999999999999994,0.25,,0.557
-8.115997185,-4.140422794,1.247,white,-0.086552665,-12.09157158,862.2,Bad Result,,2,,0,42.0,,0.012,200,0.35600000000000004,0.222,0.059000000000000004,4.311,,0.258
-5.412516591,-0.8266275359999999,0.418,white,0.644855931,-9.998405645,500.2,Bad Result,,2,,0,43.0,,0.015,200,0.493,0.402,0.055,2.501,,0.375
-4.630244041,-3.313223926,0.255,white,0.010850861000000002,-5.947264157,688.4,Bad Result,,2,,0,44.0,,0.075,200,0.184,0.337,0.057999999999999996,3.4419999999999997,,0.19399999999999998
-4.836782285,-3.606344203,0.395,white,-0.166851565,-6.067220367000001,728.0,Bad Result,,2,,0,45.0,,0.07400000000000001,200,0.384,0.336,0.055999999999999994,3.64,,0.588
-5.395972258,-3.171948832,0.762,white,-0.10775809,-7.619995684,464.8,Bad Result,,2,,0,46.0,,0.040999999999999995,200,0.441,0.188,0.052000000000000005,2.324,,0.21
-6.3264159520000005,-3.4440995030000003,1.244,white,-0.019151017,-9.208732401,834.8,Bad Result,,2,,0,47.0,,0.063,200,0.18100000000000002,0.29600000000000004,0.054000000000000006,4.1739999999999995,,0.387
-5.306916802,-0.89333233,0.58,white,0.457355454,-9.720501273,635.4,Bad Result,,2,,0,48.0,,0.018000000000000002,200,0.307,0.165,0.052000000000000005,3.177,,0.593
-5.831821652,-1.363633729,0.45799999999999996,white,0.547556355,-10.30000957,385.0,Bad Result,,2,,0,49.0,,0.013999999999999999,200,0.326,0.275,0.059000000000000004,1.925,,0.578
-5.139171204,-3.528097303,0.55,white,-0.17242666199999998,-6.750245105,743.2,Bad Result,,2,,0,50.0,,0.08900000000000001,200,0.304,0.34600000000000003,0.054000000000000006,3.716,,0.574
-5.783064072,-1.709861743,1.111,white,0.040059285,-9.8562664,315.4,Bad Result,,2,,0,51.0,,0.024,200,0.387,0.34299999999999997,0.057,1.577,,0.46399999999999997
-3.626525563,-5.6344973760000014,1.499,darkgrey,0.258055642,-1.6185537490000002,145.4,Fenced Dune,,2,,4,52.0,,0.064,200,0.218,0.171,0.059000000000000004,0.727,,0.40299999999999997
-5.322476609,-3.343202812,0.68,white,-0.124454543,-7.301750407,206.6,Bad Result,,2,,0,53.0,,0.062,200,0.317,0.494,0.059000000000000004,1.033,,0.22
-5.317430782,-1.64640053,0.44799999999999995,white,0.307334075,-8.988461033,388.8,Bad Result,,2,,0,54.0,,0.027999999999999997,200,0.306,0.324,0.055999999999999994,1.944,,0.204
-5.80248095,-3.3521543260000004,0.958,white,-0.059158847,-8.252807573,397.0,Bad Result,,2,,0,55.0,,0.076,200,0.24600000000000002,0.259,0.053,1.985,,0.428
-6.190587816,-3.42635036,1.149,white,-0.025963827999999998,-8.954825271,983.0,Bad Result,,2,,0,56.0,,0.08,200,0.27699999999999997,0.359,0.059000000000000004,4.915,,0.198
-5.312768253,-1.043384052,0.539,white,0.5148539089999999,-9.582152454,821.4,Bad Result,,2,,0,57.0,,0.023,200,0.36200000000000004,0.168,0.053,4.107,,0.341
-4.039952382,-5.515149155,0.75,white,0.689057305,-2.564755609,195.2,Bad Result,,2,,0,58.0,,0.066,200,0.192,0.363,0.057,0.976,,0.36200000000000004
-4.608009764,-3.32644898,0.244,white,0.053350880999999996,-5.889570547999999,645.8,Bad Result,,2,,0,59.0,,0.043,200,0.183,0.26899999999999996,0.057,3.2289999999999996,,0.389
-5.977234646,-3.583469086,1.1340000000000001,white,-0.113655135,-8.371000207,823.6,Bad Result,,2,,0,60.0,,0.059000000000000004,200,0.489,0.341,0.051,4.118,,0.29600000000000004
-5.570194172999999,-3.1204939560000002,0.75,white,-0.032154128,-8.019894391000001,783.2,Bad Result,,2,,0,61.0,,0.045,200,0.191,0.251,0.053,3.9160000000000004,,0.21899999999999997
-5.498636793999999,-3.489395562,0.795,white,-0.11085800800000001,-7.507878027,536.6,Bad Result,,2,,0,62.0,,0.087,200,0.45799999999999996,0.336,0.055999999999999994,2.6830000000000003,,0.575
-6.019707075,-2.267233905,1.079,white,0.208895262,-9.772180244,255.8,Bad Result,,2,,0,63.0,,0.03,200,0.258,0.38799999999999996,0.051,1.2790000000000001,,0.46299999999999997
-8.039464714,-4.130647318,1.068,white,-0.023249671,-11.94828211,239.6,Bad Result,,2,,0,64.0,,0.011000000000000001,200,0.447,0.27699999999999997,0.057,1.198,,0.501
-5.207269078,-3.253248703,0.703,white,-0.137156055,-7.161289452999999,610.2,Bad Result,,2,,0,65.0,,0.047,200,0.47100000000000003,0.16,0.054000000000000006,3.051,,0.358
-4.974156472,-2.960104107,0.619,white,-0.143153236,-6.988208837,774.8,Bad Result,,2,,0,66.0,,0.068,200,0.4270000000000001,0.32,0.052000000000000005,3.8739999999999997,,0.166
-4.969168451,-1.856483053,0.39899999999999997,white,0.108062503,-8.081853849,484.0,Bad Result,,2,,0,67.0,,0.028999999999999998,200,0.276,0.3670000000000001,0.057,2.42,,0.23600000000000002
