BSS,Beach BSS,Cb,Color,Dhigh Diff,Dune BSS,Growth Factor,Label,RMSE,Round,Run,Run.1,Score,Sim,bedfriccoef,beta,facAs,facSk,lsgrad,m,vegDensity,wetslp
0.699214514,0.7910500429999999,0.053,lightgreen,0.008357003,0.607378985,1523.8,Good Dune,,5,,54.0,1,54.0,0.024,200,0.7040000000000001,0.625,0.012,7.619,,0.414
0.676785442,0.782246784,0.066,orange,0.08625693599999999,0.571324101,1213.6,Good Beach,,5,,55.0,2,55.0,0.024,200,0.69,0.6509999999999999,0.012,6.068,,0.414
0.6978506790000001,0.777202988,0.076,orange,0.034756616000000004,0.61849837,2807.4,Good Beach,,5,,56.0,2,56.0,0.024,200,0.677,0.648,0.012,14.037,,0.40399999999999997
0.6801958779999999,0.786780107,0.07,orange,0.08395667400000001,0.573611649,1061.0,Good Beach,,5,,57.0,2,57.0,0.024,200,0.69,0.639,0.012,5.305,,0.418
0.6773732240000001,0.783865512,0.065,orange,0.08765693,0.570880935,2219.8,Good Beach,,5,,58.0,2,58.0,0.024,200,0.7190000000000001,0.652,0.012,11.099,,0.41200000000000003
0.707594078,0.807583113,0.05,cornflowerblue,0.011257126999999999,0.607605044,1365.8,Good Dune and Beach,,5,,59.0,3,59.0,0.024,200,0.721,0.621,0.012,6.829,,0.41
0.6979285159999999,0.779558271,0.079,orange,0.022057012,0.616298761,1335.8,Good Beach,,5,,60.0,2,60.0,0.024,200,0.7070000000000001,0.64,0.012,6.678999999999999,,0.409
0.6696930879999999,0.767379725,0.067,white,0.08455701199999999,0.572006451,1119.2,Bad Result,,5,,61.0,0,61.0,0.024,200,0.653,0.623,0.012,5.596,,0.41
0.6744064059999999,0.7739463320000001,0.073,orange,0.081256822,0.57486648,1193.4,Good Beach,,5,,62.0,2,62.0,0.024,200,0.715,0.649,0.012,5.9670000000000005,,0.40299999999999997
0.7001265940000001,0.7952066,0.061,cornflowerblue,0.003756955,0.605046588,2319.2,Good Dune and Beach,,5,,63.0,3,63.0,0.024,200,0.728,0.6459999999999999,0.012,11.595999999999998,,0.41600000000000004
0.7035419159999999,0.8006622990000001,0.057,cornflowerblue,0.011756852,0.606421532,1907.6,Good Dune and Beach,,5,,64.0,3,64.0,0.024,200,0.716,0.623,0.012,9.538,,0.40299999999999997
0.697070275,0.788922232,0.055999999999999994,cornflowerblue,0.012957051,0.6052183179999999,1346.8,Good Dune and Beach,,5,,65.0,3,65.0,0.024,200,0.7170000000000001,0.652,0.012,6.734,,0.401
0.692138754,0.78125177,0.061,lightgreen,0.005957082,0.6030257370000001,1798.6,Good Dune,,5,,66.0,1,66.0,0.024,200,0.6829999999999999,0.6459999999999999,0.012,8.993,,0.413
0.692862815,0.779854405,0.057,lightgreen,0.012356713,0.6058712239999999,1584.0,Good Dune,,5,,67.0,1,67.0,0.024,200,0.6509999999999999,0.659,0.012,7.92,,0.40299999999999997
0.6952969440000001,0.78395162,0.055,lightgreen,0.010056928,0.606642268,1212.4,Good Dune,,5,,68.0,1,68.0,0.024,200,0.6659999999999999,0.64,0.012,6.062,,0.40700000000000003
0.685341282,0.750444545,0.077,white,0.032156898999999996,0.62023802,2903.2,Bad Result,,5,,69.0,0,69.0,0.024,200,0.654,0.65,0.012,14.515999999999998,,0.405
0.6976923279999999,0.7945165590000001,0.062,cornflowerblue,0.011257126999999999,0.600868097,1845.6,Good Dune and Beach,,5,,70.0,3,70.0,0.024,200,0.725,0.637,0.012,9.228,,0.42
0.679521666,0.786726789,0.068,orange,0.08545680300000001,0.572316544,1603.0,Good Beach,,5,,71.0,2,71.0,0.024,200,0.703,0.642,0.012,8.015,,0.414
0.7004732340000001,0.7931888090000001,0.047,cornflowerblue,0.008157208,0.6077576579999999,2333.0,Good Dune and Beach,,5,,72.0,3,72.0,0.024,200,0.66,0.66,0.012,11.665,,0.40299999999999997
0.697710265,0.791531491,0.062,cornflowerblue,0.011257126999999999,0.60388904,1065.2,Good Dune and Beach,,5,,73.0,3,73.0,0.024,200,0.721,0.647,0.012,5.3260000000000005,,0.40399999999999997
0.703346118,0.800032747,0.057999999999999996,cornflowerblue,0.007357076,0.60665949,1737.8,Good Dune and Beach,,5,,74.0,3,74.0,0.024,200,0.7290000000000001,0.626,0.012,8.689,,0.41700000000000004
0.6863566520000001,0.774033825,0.055,white,0.023157075,0.598679479,2289.6,Bad Result,,5,,75.0,0,75.0,0.024,200,0.665,0.637,0.012,11.448,,0.41
0.6772060940000001,0.776880017,0.064,white,0.072756722,0.57753217,1241.2,Bad Result,,5,,76.0,0,76.0,0.024,200,0.6679999999999999,0.635,0.012,6.206,,0.41200000000000003
0.700169015,0.794214073,0.052000000000000005,lightgreen,0.01275678,0.606123957,1503.6,Good Dune,,5,,77.0,1,77.0,0.024,200,0.6990000000000001,0.631,0.012,7.518,,0.41600000000000004
0.67882882,0.7844272,0.069,orange,0.08495660099999999,0.573230441,2965.4,Good Beach,,5,,78.0,2,78.0,0.024,200,0.6779999999999999,0.643,0.012,14.827,,0.402
0.6825682,0.788209646,0.075,orange,0.077756837,0.5769267539999999,2812.6,Good Beach,,5,,79.0,2,79.0,0.024,200,0.715,0.63,0.012,14.062999999999999,,0.41200000000000003
0.69351717,0.782096791,0.057,lightgreen,0.011856988,0.60493755,1045.0,Good Dune,,5,,80.0,1,80.0,0.024,200,0.675,0.626,0.012,5.225,,0.40399999999999997
0.7262923659999999,0.802320468,0.045,orange,0.536527589,0.650264265,2287.0,Good Beach,,6,,1.0,2,1.0,0.024,200,0.7070000000000001,0.645,0.012,11.435,8.166,0.402
0.543599235,0.7776809309999999,0.078,orange,0.828429654,0.30951754,1856.2,Good Beach,,6,,2.0,2,2.0,0.024,200,0.7090000000000001,0.626,0.012,9.281,2.8569999999999998,0.419
0.5680556520000001,0.7690330209999999,0.07200000000000001,orange,0.919309094,0.36707828200000003,1782.4,Good Beach,,6,,3.0,2,3.0,0.024,200,0.6759999999999999,0.637,0.012,8.912,9.576,0.418
0.619402949,0.787342847,0.066,orange,0.890523389,0.451463051,2351.4,Good Beach,,6,,4.0,2,4.0,0.024,200,0.6709999999999999,0.654,0.012,11.757,7.943,0.419
0.606911018,0.785261773,0.07,orange,0.988331273,0.428560262,2109.2,Good Beach,,6,,5.0,2,5.0,0.024,200,0.6859999999999999,0.6459999999999999,0.012,10.546,6.819,0.40299999999999997
0.7070883170000001,0.800377833,0.051,orange,0.680831387,0.6137988010000001,1238.2,Good Beach,,6,,6.0,2,6.0,0.024,200,0.672,0.624,0.012,6.191,7.09,0.41600000000000004
0.526990045,0.750967741,0.078,orange,0.8255347759999999,0.30301234899999996,1580.6,Good Beach,,6,,7.0,2,7.0,0.024,200,0.6709999999999999,0.638,0.012,7.903,6.979,0.408
0.716184666,0.808345998,0.047,orange,0.49123044299999996,0.624023334,2154.2,Good Beach,,6,,8.0,2,8.0,0.024,200,0.69,0.638,0.012,10.770999999999999,7.6789999999999985,0.413
0.707970455,0.79941482,0.051,orange,0.694017842,0.616526091,2105.6,Good Beach,,6,,9.0,2,9.0,0.024,200,0.6970000000000001,0.6459999999999999,0.012,10.527999999999999,7.1229999999999976,0.40299999999999997
0.616447435,0.77919085,0.078,orange,0.7922482040000001,0.45370402,1798.0,Good Beach,,6,,10.0,2,10.0,0.024,200,0.684,0.643,0.012,8.99,1.278,0.40399999999999997
0.6507419170000001,0.784161324,0.06,orange,0.764440015,0.51732251,1506.2,Good Beach,,6,,11.0,2,11.0,0.024,200,0.698,0.6559999999999999,0.012,7.5310000000000015,7.5379999999999985,0.419
0.720438067,0.798531063,0.046,orange,0.518823579,0.642345071,1366.4,Good Beach,,6,,12.0,2,12.0,0.024,200,0.68,0.654,0.012,6.8320000000000025,5.517,0.405
0.540788769,0.7685243140000001,0.077,white,0.8357305079999999,0.31305322399999996,1492.2,Bad Result,,6,,13.0,0,13.0,0.024,200,0.684,0.628,0.012,7.461,8.161,0.405
0.6920216509999999,0.795075277,0.054000000000000006,orange,0.873340562,0.588968026,1768.0,Good Beach,,6,,14.0,2,14.0,0.024,200,0.703,0.643,0.012,8.84,6.199,0.41100000000000003
0.591753279,0.788125702,0.07,orange,0.953779176,0.395380855,1543.0,Good Beach,,6,,15.0,2,15.0,0.024,200,0.7,0.635,0.012,7.715,9.18,0.41100000000000003
0.6965829929999999,0.786835905,0.061,cornflowerblue,0.00875707,0.60633008,1264.8,Good Dune and Beach,,6,,16.0,3,16.0,0.024,200,0.701,0.657,0.012,6.324,0.851,0.40299999999999997
0.732163316,0.787664892,0.04,orange,0.5954227,0.676661739,1763.2,Good Beach,,6,,17.0,2,17.0,0.024,200,0.6829999999999999,0.626,0.012,8.816,5.731,0.41600000000000004
0.716308713,0.7879963440000001,0.047,orange,0.520823911,0.644621082,1834.2,Good Beach,,6,,18.0,2,18.0,0.024,200,0.6940000000000001,0.631,0.012,9.171,3.181,0.413
0.6528425720000001,0.780230757,0.057999999999999996,orange,0.789647057,0.525454386,2097.8,Good Beach,,6,,19.0,2,19.0,0.024,200,0.6729999999999999,0.629,0.012,10.489,6.922999999999999,0.418
0.663437622,0.786350157,0.062,orange,0.786429837,0.540525087,2191.0,Good Beach,,6,,20.0,2,20.0,0.024,200,0.71,0.623,0.012,10.955,1.609,0.409
0.7917104559999999,0.802550408,0.04,orange,0.529064134,0.780870504,2354.2,Good Beach,,6,,21.0,2,21.0,0.024,200,0.701,0.653,0.012,11.770999999999999,1.156,0.41700000000000004
0.7065816490000001,0.806137798,0.05,cornflowerblue,0.008457139,0.607025501,1679.8,Good Dune and Beach,,6,,22.0,3,22.0,0.024,200,0.7020000000000001,0.637,0.012,8.399,0.9359999999999999,0.418
0.7271543840000001,0.7968908729999999,0.046,orange,0.546127751,0.657417895,1516.6,Good Beach,,6,,23.0,2,23.0,0.024,200,0.675,0.655,0.012,7.5829999999999975,1.9,0.41200000000000003
0.560662601,0.77477843,0.07400000000000001,orange,0.8780226259999999,0.346546773,1374.0,Good Beach,,6,,24.0,2,24.0,0.024,200,0.695,0.634,0.012,6.87,5.544,0.41
0.7031204129999999,0.78757872,0.05,orange,0.591252282,0.618662106,1291.2,Good Beach,,6,,25.0,2,25.0,0.024,200,0.675,0.627,0.012,6.456,4.078,0.405
0.553538444,0.777872716,0.076,orange,0.849424317,0.329204172,1259.6,Good Beach,,6,,26.0,2,26.0,0.024,200,0.708,0.64,0.012,6.297999999999999,4.231,0.41
0.689431158,0.790319138,0.055,orange,0.870439961,0.588543177,2280.0,Good Beach,,6,,27.0,2,27.0,0.024,200,0.674,0.6509999999999999,0.012,11.4,3.443,0.408
0.7277937390000001,0.7891506070000001,0.044000000000000004,orange,0.559117272,0.666436871,1684.6,Good Beach,,6,,28.0,2,28.0,0.024,200,0.675,0.6579999999999999,0.012,8.423,2.4930000000000003,0.419
0.709793337,0.8005825390000001,0.049,orange,0.608033135,0.619004134,1271.8,Good Beach,,6,,29.0,2,29.0,0.024,200,0.684,0.653,0.012,6.359,5.795,0.4
0.67988188,0.788225553,0.066,cornflowerblue,0.085756734,0.571538207,1402.8,Good Dune and Beach,,6,,30.0,3,30.0,0.024,200,0.6990000000000001,0.6459999999999999,0.012,7.013999999999999,0.526,0.409
0.603246738,0.788652317,0.07,orange,0.98025842,0.41784116,1555.6,Good Beach,,6,,31.0,2,31.0,0.024,200,0.6779999999999999,0.647,0.012,7.778,5.515,0.40399999999999997
0.5944109089999999,0.772618675,0.071,orange,0.9733600170000001,0.41620314399999997,1950.8,Good Beach,,6,,32.0,2,32.0,0.024,200,0.6729999999999999,0.657,0.012,9.754,3.748,0.41600000000000004
0.660020797,0.780047519,0.057999999999999996,orange,0.80204387,0.539994074,1723.0,Good Beach,,6,,33.0,2,33.0,0.024,200,0.682,0.64,0.012,8.615,4.919,0.41
0.614785577,0.7768582629999999,0.066,orange,0.89349027,0.452712891,2153.8,Good Beach,,6,,34.0,2,34.0,0.024,200,0.685,0.652,0.012,10.769,8.195,0.41100000000000003
0.563564147,0.778789381,0.075,orange,0.8767203840000001,0.3483389120000001,2326.8,Good Beach,,6,,35.0,2,35.0,0.024,200,0.6920000000000001,0.645,0.012,11.634,3.572,0.41200000000000003
0.65674596,0.789997478,0.059000000000000004,orange,0.788443997,0.5234944420000001,1561.4,Good Beach,,6,,36.0,2,36.0,0.024,200,0.679,0.654,0.012,7.807,2.157,0.40399999999999997
0.7124083000000001,0.7916393620000001,0.049,orange,0.483723119,0.6331772370000001,1404.8,Good Beach,,6,,37.0,2,37.0,0.024,200,0.687,0.632,0.012,7.024,2.3369999999999997,0.418
0.553109761,0.780788027,0.076,orange,0.8454260379999999,0.325431495,1421.8,Good Beach,,6,,38.0,2,38.0,0.024,200,0.7090000000000001,0.638,0.012,7.109,4.359,0.402
0.6258724179999999,0.761265807,0.064,orange,0.71494241,0.49047903,1690.4,Good Beach,,6,,39.0,2,39.0,0.024,200,0.68,0.644,0.012,8.452,2.655,0.414
0.7117458659999999,0.805702017,0.052000000000000005,orange,0.649191811,0.617789715,1341.0,Good Beach,,6,,40.0,2,40.0,0.024,200,0.6829999999999999,0.637,0.012,6.705,2.295,0.41
0.6786673409999999,0.782533571,0.07200000000000001,cornflowerblue,0.080556825,0.57480111,1515.0,Good Dune and Beach,,6,,41.0,3,41.0,0.024,200,0.6709999999999999,0.657,0.012,7.575,0.9470000000000001,0.415
0.7049494159999999,0.791180165,0.049,orange,0.597149804,0.618718667,1894.2,Good Beach,,6,,42.0,2,42.0,0.024,200,0.688,0.659,0.012,9.471,4.937,0.41100000000000003
0.654418347,0.791378804,0.06,orange,0.7679433370000001,0.517457889,1478.0,Good Beach,,6,,43.0,2,43.0,0.024,200,0.695,0.647,0.012,7.39,5.2589999999999995,0.408
0.73827017,0.8048165409999999,0.042,orange,0.585523084,0.671723799,2385.6,Good Beach,,6,,44.0,2,44.0,0.024,200,0.705,0.657,0.012,11.927999999999999,3.738,0.41600000000000004
0.79665185,0.794312887,0.053,orange,0.187834218,0.798990812,1514.2,Good Beach,,6,,45.0,2,45.0,0.024,200,0.6970000000000001,0.625,0.012,7.5710000000000015,1.077,0.414
0.752387349,0.786145293,0.06,orange,0.5614885829999999,0.7186294059999999,1984.6,Good Beach,,6,,46.0,2,46.0,0.024,200,0.701,0.649,0.012,9.923,1.157,0.418
0.602173346,0.7757290379999999,0.068,orange,0.9968323259999999,0.428617655,1601.0,Good Beach,,6,,47.0,2,47.0,0.024,200,0.6779999999999999,0.621,0.012,8.005,8.92,0.415
0.5546175729999999,0.7823017729999999,0.076,orange,0.847225621,0.326933372,1776.0,Good Beach,,6,,48.0,2,48.0,0.024,200,0.6940000000000001,0.645,0.012,8.88,5.05,0.41700000000000004
0.7073042490000001,0.792205651,0.047,orange,0.491630986,0.622402848,1892.0,Good Beach,,6,,49.0,2,49.0,0.024,200,0.68,0.655,0.012,9.46,8.074,0.401
0.5402564639999999,0.785239444,0.079,orange,0.814832642,0.295273484,1401.6,Good Beach,,6,,50.0,2,50.0,0.024,200,0.6990000000000001,0.64,0.012,7.007999999999999,4.95,0.409
0.7023329859999999,0.80300567,0.042,cornflowerblue,0.014457181000000001,0.601660302,2018.4,Good Dune and Beach,,6,,51.0,3,51.0,0.024,200,0.6729999999999999,0.6409999999999999,0.012,10.092,0.69,0.402
0.6062611929999999,0.7843739240000001,0.069,orange,0.9970330740000001,0.428148462,2181.0,Good Beach,,6,,52.0,2,52.0,0.024,200,0.6759999999999999,0.6459999999999999,0.012,10.905,8.2,0.41
0.569648926,0.765635141,0.07200000000000001,orange,0.9265064740000001,0.37366271100000004,1978.8,Good Beach,,6,,53.0,2,53.0,0.024,200,0.688,0.637,0.012,9.894,9.732000000000001,0.41700000000000004
0.69949933,0.793137482,0.047,cornflowerblue,0.007757142,0.6058611770000001,1359.8,Good Dune and Beach,,6,,54.0,3,54.0,0.024,200,0.6859999999999999,0.653,0.012,6.7989999999999995,0.9259999999999999,0.41600000000000004
0.694876044,0.794332312,0.061,cornflowerblue,0.032657102,0.5954197760000001,1679.2,Good Dune and Beach,,6,,55.0,3,55.0,0.024,200,0.687,0.6459999999999999,0.012,8.396,0.6990000000000001,0.413
0.744492887,0.8079618059999999,0.040999999999999995,orange,0.599518731,0.6810239690000001,1718.0,Good Beach,,6,,56.0,2,56.0,0.024,200,0.7090000000000001,0.627,0.012,8.59,2.991,0.402
0.652463452,0.7838598090000001,0.06,orange,0.77703996,0.521067094,1437.8,Good Beach,,6,,57.0,2,57.0,0.024,200,0.684,0.6579999999999999,0.012,7.189,3.787,0.418
0.703578587,0.8007084329999999,0.051,cornflowerblue,0.008357003,0.606448741,2085.4,Good Dune and Beach,,6,,58.0,3,58.0,0.024,200,0.687,0.642,0.012,10.427,0.622,0.419
0.707225379,0.798348535,0.052000000000000005,orange,0.68144317,0.616102223,2379.6,Good Beach,,6,,59.0,2,59.0,0.024,200,0.698,0.647,0.012,11.898,4.2360000000000015,0.41100000000000003
0.710028285,0.786137368,0.047,orange,0.496727899,0.6339192020000001,1999.8,Good Beach,,6,,60.0,2,60.0,0.024,200,0.675,0.66,0.012,9.999,7.011,0.40299999999999997
0.6851274740000001,0.7934769140000001,0.075,cornflowerblue,0.07735677,0.5767780339999999,1873.4,Good Dune and Beach,,6,,61.0,3,61.0,0.024,200,0.6970000000000001,0.628,0.012,9.367,0.423,0.40700000000000003
0.723757133,0.803299752,0.046,orange,0.523228124,0.644214514,2378.0,Good Beach,,6,,62.0,2,62.0,0.024,200,0.7040000000000001,0.6459999999999999,0.012,11.89,4.6610000000000005,0.408
0.650414948,0.77356634,0.059000000000000004,orange,0.7913403059999999,0.527263556,1714.0,Good Beach,,6,,63.0,2,63.0,0.024,200,0.675,0.644,0.012,8.57,1.99,0.405
0.711833217,0.8067423890000001,0.05,orange,0.6440887,0.616924044,1899.6,Good Beach,,6,,64.0,2,64.0,0.024,200,0.682,0.645,0.012,9.498,3.908,0.405
0.605975345,0.784200943,0.069,orange,0.9932388809999999,0.427749747,2379.2,Good Beach,,6,,65.0,2,65.0,0.024,200,0.684,0.643,0.012,11.895999999999999,8.261000000000001,0.402
0.575120535,0.780637012,0.073,orange,0.918406918,0.36960405799999996,2255.6,Good Beach,,6,,66.0,2,66.0,0.024,200,0.68,0.644,0.012,11.277999999999999,9.072000000000001,0.4
0.722044627,0.807653033,0.046,orange,0.508924439,0.63643622,1575.2,Good Beach,,6,,67.0,2,67.0,0.024,200,0.677,0.637,0.012,7.876,4.31,0.402
0.610520484,0.7840062059999999,0.068,orange,0.9620031859999999,0.437034761,1765.2,Good Beach,,6,,68.0,2,68.0,0.024,200,0.698,0.6459999999999999,0.012,8.826,6.025,0.401
0.699484648,0.796614879,0.061,cornflowerblue,0.007657006,0.602354417,1583.6,Good Dune and Beach,,6,,69.0,3,69.0,0.024,200,0.696,0.636,0.012,7.9179999999999975,0.7809999999999999,0.41600000000000004
0.641148292,0.780234497,0.061,orange,0.748246148,0.502062087,2362.4,Good Beach,,6,,70.0,2,70.0,0.024,200,0.6829999999999999,0.624,0.012,11.812000000000001,7.2120000000000015,0.41200000000000003
0.731372831,0.796037813,0.044000000000000004,orange,0.559715226,0.666707849,1708.2,Good Beach,,6,,71.0,2,71.0,0.024,200,0.6809999999999999,0.626,0.012,8.541,7.81,0.406
0.664937849,0.792292088,0.057999999999999996,orange,0.792944863,0.53758361,1832.6,Good Beach,,6,,72.0,2,72.0,0.024,200,0.705,0.6409999999999999,0.012,9.163,4.457,0.419
0.7096854709999999,0.801209355,0.05,orange,0.601342156,0.618161586,2349.2,Good Beach,,6,,73.0,2,73.0,0.024,200,0.6970000000000001,0.632,0.012,11.745999999999999,6.412999999999999,0.413
0.710717041,0.8036688679999999,0.05,orange,0.6425962,0.617765215,1281.6,Good Beach,,6,,74.0,2,74.0,0.024,200,0.679,0.647,0.012,6.4079999999999995,6.982,0.41700000000000004
0.623632199,0.783194383,0.067,orange,0.681641057,0.464070014,2136.6,Good Beach,,6,,75.0,2,75.0,0.024,200,0.67,0.644,0.012,10.683,3.51,0.408
0.654339804,0.7927833679999999,0.057999999999999996,orange,0.7687482379999999,0.515896241,1201.4,Good Beach,,6,,76.0,2,76.0,0.024,200,0.687,0.638,0.012,6.0070000000000014,9.168,0.415
0.66209262,0.78066003,0.059000000000000004,orange,0.801633313,0.5435252110000001,2141.6,Good Beach,,6,,77.0,2,77.0,0.024,200,0.6709999999999999,0.627,0.012,10.708,3.292,0.414
0.6904144390000001,0.7890564379999999,0.054000000000000006,orange,0.856864884,0.59177244,1383.2,Good Beach,,6,,78.0,2,78.0,0.024,200,0.6940000000000001,0.628,0.012,6.916,4.788,0.415
0.709073353,0.8001046909999999,0.051,orange,0.640601113,0.618042015,2301.0,Good Beach,,6,,79.0,2,79.0,0.024,200,0.701,0.628,0.012,11.505,2.504,0.406
0.670997845,0.773876149,0.067,cornflowerblue,0.061418012,0.5681195410000001,1891.4,Good Dune and Beach,,6,,80.0,3,80.0,0.024,200,0.6920000000000001,0.637,0.012,9.457,1.002,0.413
0.5589999999999999,0.953,0.045,orange,-0.58,-2.3169999999999997,2287.0,Good Beach,0.28,7,1.0,1.0,2,,0.024,200,0.7070000000000001,0.645,0.012,11.435,1.6480000000000001,0.402
0.826,0.946,0.078,cornflowerblue,-0.078,-0.057,1856.2,Good Dune and Beach,0.17600000000000002,7,2.0,2.0,3,,0.024,200,0.7090000000000001,0.626,0.012,9.281,0.629,0.419
0.38299999999999995,0.9329999999999999,0.07200000000000001,orange,-0.6920000000000001,-3.6439999999999997,1782.4,Good Beach,0.332,7,3.0,3.0,2,,0.024,200,0.6759999999999999,0.637,0.012,8.912,1.919,0.418
0.431,0.9440000000000001,0.066,orange,-0.747,-3.32,2351.4,Good Beach,0.318,7,4.0,4.0,2,,0.024,200,0.6709999999999999,0.654,0.012,11.757,1.605,0.419
0.445,0.9470000000000001,0.07,orange,-0.797,-3.225,2109.2,Good Beach,0.314,7,5.0,5.0,2,,0.024,200,0.6859999999999999,0.6459999999999999,0.012,10.546,1.39,0.40299999999999997
0.516,0.9420000000000001,0.051,orange,-0.513,-2.5980000000000003,1238.2,Good Beach,0.294,7,6.0,6.0,2,,0.024,200,0.672,0.624,0.012,6.191,1.4409999999999998,0.41600000000000004
0.382,0.9390000000000001,0.078,orange,-0.682,-3.69,1580.6,Good Beach,0.332,7,7.0,7.0,2,,0.024,200,0.6709999999999999,0.638,0.012,7.903,1.42,0.408
0.5479999999999999,0.9520000000000001,0.047,orange,-0.555,-2.407,2154.2,Good Beach,0.284,7,8.0,8.0,2,,0.024,200,0.69,0.638,0.012,10.770999999999999,1.554,0.413
0.525,0.9520000000000001,0.051,orange,-0.517,-2.5980000000000003,2105.6,Good Beach,0.29100000000000004,7,9.0,9.0,2,,0.024,200,0.6970000000000001,0.6459999999999999,0.012,10.527999999999999,1.4480000000000002,0.40299999999999997
0.818,0.945,0.078,cornflowerblue,-0.053,-0.10800000000000001,1798.0,Good Dune and Beach,0.18,7,10.0,10.0,3,,0.024,200,0.684,0.643,0.012,8.99,0.326,0.40399999999999997
0.48200000000000004,0.95,0.06,orange,-0.637,-2.94,1506.2,Good Beach,0.304,7,11.0,11.0,2,,0.024,200,0.698,0.6559999999999999,0.012,7.5310000000000015,1.527,0.419
0.644,0.9520000000000001,0.046,orange,-0.507,-1.605,1366.4,Good Beach,0.252,7,12.0,12.0,2,,0.024,200,0.68,0.654,0.012,6.8320000000000025,1.14,0.405
0.35600000000000004,0.941,0.077,orange,-0.9229999999999999,-3.92,1492.2,Good Beach,0.33899999999999997,7,13.0,13.0,2,,0.024,200,0.684,0.628,0.012,7.461,1.6469999999999998,0.405
0.5670000000000001,0.951,0.054000000000000006,orange,-0.59,-2.239,1768.0,Good Beach,0.278,7,14.0,14.0,2,,0.024,200,0.703,0.643,0.012,8.84,1.27,0.41100000000000003
0.395,0.946,0.07,orange,-0.815,-3.637,1543.0,Good Beach,0.32799999999999996,7,15.0,15.0,2,,0.024,200,0.7,0.635,0.012,7.715,1.8430000000000002,0.41100000000000003
0.833,0.9490000000000001,0.061,orange,-0.109,-0.019,1264.8,Good Beach,0.17300000000000001,7,16.0,16.0,2,,0.024,200,0.701,0.657,0.012,6.324,0.244,0.40299999999999997
0.64,0.9470000000000001,0.04,orange,-0.528,-1.61,1763.2,Good Beach,0.253,7,17.0,17.0,2,,0.024,200,0.6829999999999999,0.626,0.012,8.816,1.181,0.41600000000000004
0.8240000000000001,0.95,0.047,cornflowerblue,-0.064,-0.09699999999999999,1834.2,Good Dune and Beach,0.177,7,18.0,18.0,3,,0.024,200,0.6940000000000001,0.631,0.012,9.171,0.691,0.413
0.485,0.938,0.057999999999999996,orange,-0.44799999999999995,-2.832,2097.8,Good Beach,0.303,7,19.0,19.0,2,,0.024,200,0.6729999999999999,0.629,0.012,10.489,1.41,0.418
0.833,0.9490000000000001,0.062,orange,-0.10800000000000001,-0.021,2191.0,Good Beach,0.17300000000000001,7,20.0,20.0,2,,0.024,200,0.71,0.623,0.012,10.955,0.39,0.409
0.831,0.9540000000000001,0.04,cornflowerblue,-0.075,-0.069,2354.2,Good Dune and Beach,0.17300000000000001,7,21.0,21.0,3,,0.024,200,0.701,0.653,0.012,11.770999999999999,0.303,0.41700000000000004
0.828,0.9520000000000001,0.05,cornflowerblue,-0.071,-0.077,1679.8,Good Dune and Beach,0.175,7,22.0,22.0,3,,0.024,200,0.7020000000000001,0.637,0.012,8.399,0.26,0.418
0.8240000000000001,0.9520000000000001,0.046,cornflowerblue,-0.052000000000000005,-0.111,1516.6,Good Dune and Beach,0.177,7,23.0,23.0,3,,0.024,200,0.675,0.655,0.012,7.5829999999999975,0.446,0.41200000000000003
0.484,0.945,0.07400000000000001,orange,-0.408,-2.883,1374.0,Good Beach,0.303,7,24.0,24.0,2,,0.024,200,0.695,0.634,0.012,6.87,1.145,0.41
0.8240000000000001,0.951,0.05,cornflowerblue,-0.054000000000000006,-0.107,1291.2,Good Dune and Beach,0.177,7,25.0,25.0,3,,0.024,200,0.675,0.627,0.012,6.456,0.863,0.405
0.8270000000000001,0.945,0.076,cornflowerblue,-0.096,-0.032,1259.6,Good Dune and Beach,0.175,7,26.0,26.0,3,,0.024,200,0.708,0.64,0.012,6.297999999999999,0.893,0.41
0.833,0.95,0.055,orange,-0.11199999999999999,-0.02,2280.0,Good Beach,0.172,7,27.0,27.0,2,,0.024,200,0.674,0.6509999999999999,0.012,11.4,0.742,0.408
0.826,0.953,0.044000000000000004,cornflowerblue,-0.059000000000000004,-0.10099999999999999,1684.6,Good Dune and Beach,0.17600000000000002,7,28.0,28.0,3,,0.024,200,0.675,0.6579999999999999,0.012,8.423,0.5589999999999999,0.419
0.591,0.9520000000000001,0.049,orange,-0.648,-2.046,1271.8,Good Beach,0.27,7,29.0,29.0,2,,0.024,200,0.684,0.653,0.012,6.359,1.193,0.4
0.8320000000000001,0.948,0.066,orange,-0.107,-0.02,1402.8,Good Beach,0.17300000000000001,7,30.0,30.0,2,,0.024,200,0.6990000000000001,0.6459999999999999,0.012,7.013999999999999,0.182,0.409
0.5379999999999999,0.946,0.07,orange,-0.51,-2.445,1555.6,Good Beach,0.287,7,31.0,31.0,2,,0.024,200,0.6779999999999999,0.647,0.012,7.778,1.139,0.40399999999999997
0.83,0.946,0.071,orange,-0.107,-0.019,1950.8,Good Beach,0.174,7,32.0,32.0,2,,0.024,200,0.6729999999999999,0.657,0.012,9.754,0.8,0.41600000000000004
0.777,0.9490000000000001,0.057999999999999996,orange,-0.17,-0.47600000000000003,1723.0,Good Beach,0.19899999999999998,7,33.0,33.0,2,,0.024,200,0.682,0.64,0.012,8.615,1.025,0.41
