Times,X MHW,Y MHW,MHW Ix,X Crest,Y Crest,Crest Ix,X Toe,Y Toe,Toe Ix,X Heel,Y Heel,Heel Ix,Dune Elevation,Dune Width,Aspect Ratio,Dune Volume,Beach Width,Beach Volume,Overwash Volume,Beach Slope,TWL,Fence Height,Impact Regime,Impact Regime Label
3572,72,0.3037000000476837,1,16,4.479000091552734,49,22,2.931424140930176,43,13,3.4914000034332275,52,1.5475759506225586,9,0.1719528834025065,29.694830536842346,50,75.13827581703663,45.363200306892395,0.05255448281764984,-0.597000002861023,2.842773199081421,2,Overwash
3573,72,0.3037000000476837,1,16,4.479003429412842,49,22,2.9315061569213867,43,13,3.4914004802703857,52,1.547497272491455,9,0.17194414138793945,29.69499099254608,50,75.1376029998064,45.36320102214813,0.05255612313747406,-0.4269999861717224,2.843332529067993,2,Overwash
3574,72,0.3037000000476837,1,16,4.479000568389893,49,22,2.9315526485443115,43,13,3.4914000034332275,52,1.547447919845581,9,0.17193865776062012,29.69502091407776,50,75.13741309940815,45.363200306892395,0.05255705296993256,-0.13199999928474426,2.8437936305999756,2,Overwash
3575,72,0.3037000000476837,1,16,4.479000091552734,49,22,2.9316177368164062,43,13,3.4914000034332275,52,1.5473823547363281,9,0.17193137274848092,29.69502067565918,50,75.14019860327244,45.363200306892395,0.05255835473537445,0.15600000321865082,2.844057321548462,2,Overwash
3576,72,0.3037000000476837,1,16,4.479070663452148,49,22,2.9320967197418213,43,13,3.491424560546875,52,1.5469739437103271,9,0.1718859937455919,29.696447014808655,50,75.13622052967548,45.363264322280884,0.05256793439388275,0.6095466724085885,2.845322608947754,2,Overwash
3577,72,0.3037000000476837,1,16,4.479238033294678,49,22,2.9326255321502686,43,13,3.491466760635376,52,1.5466125011444092,9,0.1718458334604899,29.69843864440918,50,75.13071002066135,45.363442182540894,0.0525785106420517,1.8773589958309684,2.8462722301483154,2,Overwash
3578,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13045002520084,45.36335015296936,0.05257800042629242,1.973088840087907,2.846299886703491,2,Overwash
3579,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13045002520084,45.36335015296936,0.05257800042629242,1.0226313729596126,2.846299886703491,2,Overwash
3580,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13045002520084,45.36335015296936,0.05257800042629242,1.553882455793051,2.846299886703491,2,Overwash
3581,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13045002520084,45.36335015296936,0.05257800042629242,0.42855369498973994,2.846299886703491,2,Overwash
3582,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13045002520084,45.36335015296936,0.05257800042629242,0.9011187400444812,2.846299886703491,2,Overwash
3583,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13045002520084,45.36335015296936,0.05257800042629242,0.5071625629372032,2.846299886703491,2,Overwash
3584,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13045002520084,45.36335015296936,0.05257800042629242,0.7142772446443604,2.846299886703491,2,Overwash
3585,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13045002520084,45.36335015296936,0.05257800042629242,0.6568481464541686,2.846299886703491,2,Overwash
3586,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13045002520084,45.36335015296936,0.05257800042629242,0.15698850913461618,2.846299886703491,2,Overwash
3587,72,0.3037000000476837,1,16,4.47920036315918,49,22,2.932619333267212,43,13,3.49150013923645,52,1.5465810298919678,9,0.17184233665466309,29.69838035106659,50,75.13031627237797,45.36335027217865,0.05257838666439056,0.4072321486841413,2.8464272022247314,2,Overwash
3588,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13004995882511,45.36335015296936,0.05257800042629242,0.4212837242420373,2.846400022506714,2,Overwash
3589,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13004995882511,45.36335015296936,0.05257800042629242,0.598672945731428,2.846400022506714,2,Overwash
3590,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13004995882511,45.36335015296936,0.05257800042629242,0.5835164907686959,2.846400022506714,2,Overwash
3591,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13004995882511,45.36335015296936,0.05257800042629242,0.5646635499912739,2.846400022506714,2,Overwash
3592,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13004995882511,45.36335015296936,0.05257800042629242,0.4642989574401828,2.846400022506714,2,Overwash
3593,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13004995882511,45.36335015296936,0.05257800042629242,0.07312496050111121,2.846400022506714,2,Overwash
3594,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13004995882511,45.36335015296936,0.05257800042629242,-0.2864207761510641,2.846400022506714,2,Overwash
3595,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13004995882511,45.36335015296936,0.05257800042629242,-0.4186064631896567,2.846400022506714,2,Overwash
3596,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13004995882511,45.36335015296936,0.05257800042629242,-0.3170450959992382,2.846400022506714,2,Overwash
3597,72,0.3037000000476837,1,16,4.4791998863220215,49,22,2.9326000213623047,43,13,3.491499900817871,52,1.5465998649597168,9,0.17184442943996853,29.698349952697754,50,75.13004995882511,45.36335015296936,0.05257800042629242,-0.30871171231460093,2.846400022506714,2,Overwash
