Times,X MHW,Y MHW,MHW Ix,X Crest,Y Crest,Crest Ix,X Toe,Y Toe,Toe Ix,X Heel,Y Heel,Heel Ix,Dune Elevation,Dune Width,Aspect Ratio,Dune Volume,Beach Width,Beach Volume,Overwash Volume,Beach Slope,TWL,Fence Height,Impact Regime,Impact Regime Label
0,131,0.3061322012,24,20,5.305030211,135,40,2.193303988,115,11,2.628614879,144,3.1117262230000002,29,0.10730090424137932,100.35443742800001,91,159.7526385055,28.6263193555,0.0207381515032967,0.8253044622081847,,2,Overwash
1,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.7193337016614603,,2,Overwash
2,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.43969997754861423,,2,Overwash
3,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.1841088171015755,,2,Overwash
4,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,-0.09234492605280577,,2,Overwash
5,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,-0.3335520686066163,,2,Overwash
6,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,-0.4472440114987932,,2,Overwash
7,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,-0.3659192948404613,,2,Overwash
8,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,-0.13212358547010578,,2,Overwash
9,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.19597787937141728,,2,Overwash
10,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.5086292925667104,,2,Overwash
11,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.7643259881272624,,2,Overwash
12,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.9132412003603638,,2,Overwash
13,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.909163134829572,,2,Overwash
14,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.6973854268522591,,2,Overwash
15,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.3859874529427283,,2,Overwash
16,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,0.12281427994560797,,2,Overwash
17,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,-0.1546765123673888,,2,Overwash
18,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,-0.35705798736933836,,2,Overwash
19,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,-0.43788860623072484,,2,Overwash
20,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,-0.30426569492149763,,2,Overwash
21,131,0.30612999200820923,24,20,5.304999828338623,135,40,2.1933000087738037,115,11,2.6285998821258545,144,3.1116998195648193,29,0.10729999377809722,100.35460019111633,91,159.75274500250816,28.62584960460663,0.02073813205236917,-0.03265594238326213,,2,Overwash
